"","maakunta","vuosi","toimiala","tuottavuus","nobs"
"321","Pirkanmaa",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.46585315827317,11740
"322","Pohjanmaa",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.27000598199202,3302
"323","Pohjois-Karjala",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.27408246223939,4218
"324","Pohjois-Pohjanmaa",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.16574197062317,8912
"325","Pohjois-Savo",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.23580354104739,8886
"326","Satakunta",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.27570014648667,5250
"327","Uusimaa",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.38188766578966,9037
"328","Varsinais-Suomi",2013,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.23125442079838,15584
"329","Ahvenanmaa",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.21781685598309,12
"330","Etelä-Karjala",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.627137361489137,300
"331","Etelä-Pohjanmaa",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.02366811843085,140
"332","Etelä-Savo",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.563442520072545,729
"333","Kainuu",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.169088430736029,341
"334","Kanta-Häme",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.395640611323664,297
"335","Keski-Pohjanmaa",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.498676150962994,711
"336","Keski-Suomi",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.451369859667182,1028
"337","Kymenlaakso",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.325065360430335,232
"338","Lappi",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.494190067596463,83
"339","Päijät-Häme",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.543866663515063,68
"340","Pirkanmaa",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.518231450038429,1980
"341","Pohjanmaa",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.630626316328447,926
"342","Pohjois-Karjala",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.585202602720061,1064
"343","Pohjois-Pohjanmaa",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.479978846114954,1165
"344","Pohjois-Savo",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.617452030113868,1485
"345","Satakunta",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.550774572284405,1006
"346","Uusimaa",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.53639452426404,2066
"347","Varsinais-Suomi",2013,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.593400061262468,2497
"348","Ahvenanmaa",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.47652557610036,131
"349","Etelä-Karjala",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.18948124280317,2544
"350","Etelä-Pohjanmaa",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.49126407206137,1947
"351","Etelä-Savo",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.8943831795103,2230
"352","Kainuu",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",1.73088508736573,358
"353","Kanta-Häme",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",3.14993520724932,2462
"354","Keski-Pohjanmaa",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.28688219272134,951
"355","Keski-Suomi",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.73234463702363,3567
"356","Kymenlaakso",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.70946233151613,2623
"357","Lappi",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.32974389288778,984
"358","Päijät-Häme",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.88653508043739,1565
"359","Pirkanmaa",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.92140248913635,8277
"360","Pohjanmaa",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.25378055223272,1632
"361","Pohjois-Karjala",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.59544913735429,2235
"362","Pohjois-Pohjanmaa",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.03002268357222,6626
"363","Pohjois-Savo",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.23825509366267,4914
"364","Satakunta",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.82874456735117,2503
"365","Uusimaa",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",3.36011408883962,5975
"366","Varsinais-Suomi",2014,"Ammatillinen, tieteellinen ja tekninen toiminta",2.44738504841388,10067
"367","Ahvenanmaa",2014,"Hallinto- ja tukipalvelutoiminta",2.17483207945895,58
"368","Etelä-Karjala",2014,"Hallinto- ja tukipalvelutoiminta",1.83660564548279,1312
"369","Etelä-Pohjanmaa",2014,"Hallinto- ja tukipalvelutoiminta",2.14671939369928,865
"370","Etelä-Savo",2014,"Hallinto- ja tukipalvelutoiminta",1.70773114335596,1004
"371","Kainuu",2014,"Hallinto- ja tukipalvelutoiminta",1.16096214479098,242
"372","Kanta-Häme",2014,"Hallinto- ja tukipalvelutoiminta",1.89571719087373,1182
"373","Keski-Pohjanmaa",2014,"Hallinto- ja tukipalvelutoiminta",1.53609947165626,524
"374","Keski-Suomi",2014,"Hallinto- ja tukipalvelutoiminta",2.56460043271935,1406
"375","Kymenlaakso",2014,"Hallinto- ja tukipalvelutoiminta",2.32426012756743,1313
"376","Lappi",2014,"Hallinto- ja tukipalvelutoiminta",1.62415235501461,704
"377","Päijät-Häme",2014,"Hallinto- ja tukipalvelutoiminta",2.16732561942994,653
"378","Pirkanmaa",2014,"Hallinto- ja tukipalvelutoiminta",2.2097890336271,3239
"379","Pohjanmaa",2014,"Hallinto- ja tukipalvelutoiminta",2.03223850750354,871
"380","Pohjois-Karjala",2014,"Hallinto- ja tukipalvelutoiminta",1.91390942328652,1183
"381","Pohjois-Pohjanmaa",2014,"Hallinto- ja tukipalvelutoiminta",1.53689849545597,2399
"382","Pohjois-Savo",2014,"Hallinto- ja tukipalvelutoiminta",1.44775730215743,2419
"383","Satakunta",2014,"Hallinto- ja tukipalvelutoiminta",1.8254180020838,1280
"384","Uusimaa",2014,"Hallinto- ja tukipalvelutoiminta",2.65966696359224,3006
"385","Varsinais-Suomi",2014,"Hallinto- ja tukipalvelutoiminta",2.07986817341952,5115
"386","Ahvenanmaa",2014,"Informaatio ja viestintä",1.53312568149219,42
"387","Etelä-Karjala",2014,"Informaatio ja viestintä",2.57006729955019,803
"388","Etelä-Pohjanmaa",2014,"Informaatio ja viestintä",2.13142055132478,452
"389","Etelä-Savo",2014,"Informaatio ja viestintä",1.79627566410428,604
"390","Kainuu",2014,"Informaatio ja viestintä",1.52983963971114,130
"391","Kanta-Häme",2014,"Informaatio ja viestintä",2.46714080173013,726
"392","Keski-Pohjanmaa",2014,"Informaatio ja viestintä",1.68113648143384,220
"393","Keski-Suomi",2014,"Informaatio ja viestintä",1.64666972951313,1252
"394","Kymenlaakso",2014,"Informaatio ja viestintä",2.29371485375975,544
"395","Lappi",2014,"Informaatio ja viestintä",1.83885084664839,199
"396","Päijät-Häme",2014,"Informaatio ja viestintä",1.75951121826033,302
"397","Pirkanmaa",2014,"Informaatio ja viestintä",2.08420401301041,3244
"398","Pohjanmaa",2014,"Informaatio ja viestintä",2.42094602776783,475
"399","Pohjois-Karjala",2014,"Informaatio ja viestintä",1.3983263317999,663
"400","Pohjois-Pohjanmaa",2014,"Informaatio ja viestintä",1.5053764457242,2578
"401","Pohjois-Savo",2014,"Informaatio ja viestintä",1.8942186116986,1607
"402","Satakunta",2014,"Informaatio ja viestintä",2.05600665315662,649
"403","Uusimaa",2014,"Informaatio ja viestintä",2.52072515053722,1334
"404","Varsinais-Suomi",2014,"Informaatio ja viestintä",2.06977655532626,2861
"407","Etelä-Karjala",2014,"Kaivostoiminta ja louhinta",1.52610785474229,126
"408","Etelä-Pohjanmaa",2014,"Kaivostoiminta ja louhinta",1.14576876897603,198
"409","Etelä-Savo",2014,"Kaivostoiminta ja louhinta",1.37378036471348,98
"410","Kainuu",2014,"Kaivostoiminta ja louhinta",0.980471860558595,48
"411","Kanta-Häme",2014,"Kaivostoiminta ja louhinta",1.19307591965901,86
"412","Keski-Pohjanmaa",2014,"Kaivostoiminta ja louhinta",0.863836657265376,34
"413","Keski-Suomi",2014,"Kaivostoiminta ja louhinta",1.98324646609918,96
"414","Kymenlaakso",2014,"Kaivostoiminta ja louhinta",0.815630673338427,141
"415","Lappi",2014,"Kaivostoiminta ja louhinta",1.45371327643481,86
"416","Päijät-Häme",2014,"Kaivostoiminta ja louhinta",0.99550259085689,19
"417","Pirkanmaa",2014,"Kaivostoiminta ja louhinta",1.34811685495636,166
"418","Pohjanmaa",2014,"Kaivostoiminta ja louhinta",0.732605500479423,40
"419","Pohjois-Karjala",2014,"Kaivostoiminta ja louhinta",1.65003996418047,68
"420","Pohjois-Pohjanmaa",2014,"Kaivostoiminta ja louhinta",1.27917659369095,361
"421","Pohjois-Savo",2014,"Kaivostoiminta ja louhinta",1.26063032572387,197
"422","Satakunta",2014,"Kaivostoiminta ja louhinta",1.91990841847225,102
"423","Uusimaa",2014,"Kaivostoiminta ja louhinta",1.14732931798406,125
"424","Varsinais-Suomi",2014,"Kaivostoiminta ja louhinta",1.12239477861075,320
"425","Ahvenanmaa",2014,"Kiinteistöalan toiminta",0.766920910825889,93
"426","Etelä-Karjala",2014,"Kiinteistöalan toiminta",2.09851776807397,1426
"427","Etelä-Pohjanmaa",2014,"Kiinteistöalan toiminta",2.16472928660272,1206
"428","Etelä-Savo",2014,"Kiinteistöalan toiminta",2.10319519812653,1112
"429","Kainuu",2014,"Kiinteistöalan toiminta",2.38139651971696,211
"430","Kanta-Häme",2014,"Kiinteistöalan toiminta",1.96378036782973,1428
"431","Keski-Pohjanmaa",2014,"Kiinteistöalan toiminta",1.96247010285486,648
"432","Keski-Suomi",2014,"Kiinteistöalan toiminta",1.90022275306229,1722
"433","Kymenlaakso",2014,"Kiinteistöalan toiminta",1.90647699833173,1156
"434","Lappi",2014,"Kiinteistöalan toiminta",1.84157518246944,683
"435","Päijät-Häme",2014,"Kiinteistöalan toiminta",2.1669223742384,741
"436","Pirkanmaa",2014,"Kiinteistöalan toiminta",2.44084339916829,3631
"437","Pohjanmaa",2014,"Kiinteistöalan toiminta",2.24716049193838,839
"438","Pohjois-Karjala",2014,"Kiinteistöalan toiminta",1.36088265609617,1171
"439","Pohjois-Pohjanmaa",2014,"Kiinteistöalan toiminta",2.1473684060009,3197
"440","Pohjois-Savo",2014,"Kiinteistöalan toiminta",1.87209889727796,2541
"441","Satakunta",2014,"Kiinteistöalan toiminta",2.12410885181534,1443
"442","Uusimaa",2014,"Kiinteistöalan toiminta",2.34099473006343,2381
"443","Varsinais-Suomi",2014,"Kiinteistöalan toiminta",2.10191979195014,4954
"447","Etelä-Karjala",2014,"Koulutus",2.31914085605758,295
"448","Etelä-Pohjanmaa",2014,"Koulutus",1.52690935175427,207
"449","Etelä-Savo",2014,"Koulutus",3.1805785961805,233
"450","Kainuu",2014,"Koulutus",1.79118432407571,74
"451","Kanta-Häme",2014,"Koulutus",3.11548989422288,341
"452","Keski-Pohjanmaa",2014,"Koulutus",0.973634332130753,77
"453","Keski-Suomi",2014,"Koulutus",1.95076966139171,376
"454","Kymenlaakso",2014,"Koulutus",2.39003660782894,288
"455","Lappi",2014,"Koulutus",1.7502900819537,105
"456","Päijät-Häme",2014,"Koulutus",2.92955618001263,115
"457","Pirkanmaa",2014,"Koulutus",3.34178793006855,839
"458","Pohjanmaa",2014,"Koulutus",3.07236984486629,127
"459","Pohjois-Karjala",2014,"Koulutus",2.84913390635097,224
"460","Pohjois-Pohjanmaa",2014,"Koulutus",2.58082758818877,630
"461","Pohjois-Savo",2014,"Koulutus",2.15144418564127,604
"462","Satakunta",2014,"Koulutus",3.0032158490784,276
"463","Uusimaa",2014,"Koulutus",2.92418723197984,603
"464","Varsinais-Suomi",2014,"Koulutus",3.03110875593006,1045
"465","Ahvenanmaa",2014,"Kuljetus ja varastointi",1.24654031300315,81
"466","Etelä-Karjala",2014,"Kuljetus ja varastointi",1.69102625096247,2395
"467","Etelä-Pohjanmaa",2014,"Kuljetus ja varastointi",1.58337830175433,1704
"468","Etelä-Savo",2014,"Kuljetus ja varastointi",1.98529395791163,1954
"469","Kainuu",2014,"Kuljetus ja varastointi",1.66641365831062,425
"470","Kanta-Häme",2014,"Kuljetus ja varastointi",1.68780196191089,1673
"471","Keski-Pohjanmaa",2014,"Kuljetus ja varastointi",1.43344980448918,977
"472","Keski-Suomi",2014,"Kuljetus ja varastointi",2.03774191995355,2136
"473","Kymenlaakso",2014,"Kuljetus ja varastointi",1.81095220937633,2759
"474","Lappi",2014,"Kuljetus ja varastointi",1.76361742089311,984
"475","Päijät-Häme",2014,"Kuljetus ja varastointi",1.94481907814839,904
"476","Pirkanmaa",2014,"Kuljetus ja varastointi",2.05337223964575,4705
"477","Pohjanmaa",2014,"Kuljetus ja varastointi",1.42830869162983,1584
"478","Pohjois-Karjala",2014,"Kuljetus ja varastointi",2.00520209264525,1736
"479","Pohjois-Pohjanmaa",2014,"Kuljetus ja varastointi",1.8064537394772,4236
"480","Pohjois-Savo",2014,"Kuljetus ja varastointi",1.74019589325099,3279
"481","Satakunta",2014,"Kuljetus ja varastointi",2.00526404702949,2308
"482","Uusimaa",2014,"Kuljetus ja varastointi",1.92117373311557,4256
"483","Varsinais-Suomi",2014,"Kuljetus ja varastointi",1.98593126901859,6852
"484","Ahvenanmaa",2014,"Maatalous, metsätalous ja kalatalous",2.41343714553113,163
"485","Etelä-Karjala",2014,"Maatalous, metsätalous ja kalatalous",2.75766293233377,4425
"486","Etelä-Pohjanmaa",2014,"Maatalous, metsätalous ja kalatalous",2.1743316036121,7870
"487","Etelä-Savo",2014,"Maatalous, metsätalous ja kalatalous",2.82256872807591,7388
"488","Kainuu",2014,"Maatalous, metsätalous ja kalatalous",2.05128152172246,924
"489","Kanta-Häme",2014,"Maatalous, metsätalous ja kalatalous",2.20025767906849,4137
"490","Keski-Pohjanmaa",2014,"Maatalous, metsätalous ja kalatalous",1.7041071194937,2875
"491","Keski-Suomi",2014,"Maatalous, metsätalous ja kalatalous",2.6673875033679,4797
"492","Kymenlaakso",2014,"Maatalous, metsätalous ja kalatalous",2.33702503765254,5628
"493","Lappi",2014,"Maatalous, metsätalous ja kalatalous",1.91850349600955,1398
"494","Päijät-Häme",2014,"Maatalous, metsätalous ja kalatalous",2.29872554312003,1738
"495","Pirkanmaa",2014,"Maatalous, metsätalous ja kalatalous",2.53266154771628,9043
"496","Pohjanmaa",2014,"Maatalous, metsätalous ja kalatalous",1.91299796569352,8439
"497","Pohjois-Karjala",2014,"Maatalous, metsätalous ja kalatalous",2.14017347397841,4634
"498","Pohjois-Pohjanmaa",2014,"Maatalous, metsätalous ja kalatalous",1.84546286587923,7098
"499","Pohjois-Savo",2014,"Maatalous, metsätalous ja kalatalous",1.67308480156343,11062
"500","Satakunta",2014,"Maatalous, metsätalous ja kalatalous",2.05291297628919,4121
"501","Uusimaa",2014,"Maatalous, metsätalous ja kalatalous",2.2922820215193,6976
"502","Varsinais-Suomi",2014,"Maatalous, metsätalous ja kalatalous",2.04377238835072,17451
"503","Ahvenanmaa",2014,"Majoitus- ja ravitsemistoiminta",1.15207121005929,80
"504","Etelä-Karjala",2014,"Majoitus- ja ravitsemistoiminta",2.13794886361181,1305
"505","Etelä-Pohjanmaa",2014,"Majoitus- ja ravitsemistoiminta",2.16189039975743,784
"506","Etelä-Savo",2014,"Majoitus- ja ravitsemistoiminta",1.98349210485956,1346
"507","Kainuu",2014,"Majoitus- ja ravitsemistoiminta",1.60003534222532,205
"508","Kanta-Häme",2014,"Majoitus- ja ravitsemistoiminta",1.58396410063359,1058
"509","Keski-Pohjanmaa",2014,"Majoitus- ja ravitsemistoiminta",1.51063088541555,394
"510","Keski-Suomi",2014,"Majoitus- ja ravitsemistoiminta",2.48442725569553,1410
"511","Kymenlaakso",2014,"Majoitus- ja ravitsemistoiminta",2.18300847612842,1348
"512","Lappi",2014,"Majoitus- ja ravitsemistoiminta",1.69153165471186,751
"513","Päijät-Häme",2014,"Majoitus- ja ravitsemistoiminta",2.15903334560068,529
"514","Pirkanmaa",2014,"Majoitus- ja ravitsemistoiminta",2.64854868799821,2890
"515","Pohjanmaa",2014,"Majoitus- ja ravitsemistoiminta",1.72178838585327,627
"516","Pohjois-Karjala",2014,"Majoitus- ja ravitsemistoiminta",2.06118462368569,945
"517","Pohjois-Pohjanmaa",2014,"Majoitus- ja ravitsemistoiminta",1.96936316680188,2258
"518","Pohjois-Savo",2014,"Majoitus- ja ravitsemistoiminta",1.96384433402723,1906
"519","Satakunta",2014,"Majoitus- ja ravitsemistoiminta",2.11088551667729,1200
"520","Uusimaa",2014,"Majoitus- ja ravitsemistoiminta",2.32283725549238,2143
"521","Varsinais-Suomi",2014,"Majoitus- ja ravitsemistoiminta",2.32876420269007,4308
"522","Ahvenanmaa",2014,"Muu palvelutoiminta",3.59797491156657,41
"523","Etelä-Karjala",2014,"Muu palvelutoiminta",5.1842927329717,1259
"524","Etelä-Pohjanmaa",2014,"Muu palvelutoiminta",5.86346477577901,977
"525","Etelä-Savo",2014,"Muu palvelutoiminta",5.90121420198508,1126
"526","Kainuu",2014,"Muu palvelutoiminta",4.9947342754734,283
"527","Kanta-Häme",2014,"Muu palvelutoiminta",6.02941774363996,1181
"528","Keski-Pohjanmaa",2014,"Muu palvelutoiminta",5.08680477828854,513
"529","Keski-Suomi",2014,"Muu palvelutoiminta",5.90946398113718,1665
"530","Kymenlaakso",2014,"Muu palvelutoiminta",5.87088239487303,1315
"531","Lappi",2014,"Muu palvelutoiminta",5.7181082385095,468
"532","Päijät-Häme",2014,"Muu palvelutoiminta",6.05082919287352,609
"533","Pirkanmaa",2014,"Muu palvelutoiminta",6.77309644428594,3136
"534","Pohjanmaa",2014,"Muu palvelutoiminta",5.7105578349244,708
"535","Pohjois-Karjala",2014,"Muu palvelutoiminta",5.76376160502732,1066
"536","Pohjois-Pohjanmaa",2014,"Muu palvelutoiminta",4.82256536698626,2316
"537","Pohjois-Savo",2014,"Muu palvelutoiminta",5.0086016784221,2175
"538","Satakunta",2014,"Muu palvelutoiminta",5.53154162250575,1452
"539","Uusimaa",2014,"Muu palvelutoiminta",6.19486964378096,2022
"540","Varsinais-Suomi",2014,"Muu palvelutoiminta",5.55682243750108,3987
"541","Ahvenanmaa",2014,"Rahoitus- ja vakuutustoiminta",1.70617656013858,53
"542","Etelä-Karjala",2014,"Rahoitus- ja vakuutustoiminta",1.88103660856224,555
"543","Etelä-Pohjanmaa",2014,"Rahoitus- ja vakuutustoiminta",1.23392618279673,391
"544","Etelä-Savo",2014,"Rahoitus- ja vakuutustoiminta",1.02063755811604,483
"545","Kainuu",2014,"Rahoitus- ja vakuutustoiminta",0.647238359337856,80
"546","Kanta-Häme",2014,"Rahoitus- ja vakuutustoiminta",1.12851750785958,395
"547","Keski-Pohjanmaa",2014,"Rahoitus- ja vakuutustoiminta",0.971165338760063,272
"548","Keski-Suomi",2014,"Rahoitus- ja vakuutustoiminta",1.8527091630281,605
"549","Kymenlaakso",2014,"Rahoitus- ja vakuutustoiminta",1.64755722711906,391
"550","Lappi",2014,"Rahoitus- ja vakuutustoiminta",1.1374280956689,190
"551","Päijät-Häme",2014,"Rahoitus- ja vakuutustoiminta",0.989040299119121,246
"552","Pirkanmaa",2014,"Rahoitus- ja vakuutustoiminta",1.18373753014685,1258
"553","Pohjanmaa",2014,"Rahoitus- ja vakuutustoiminta",1.33711836208953,448
"554","Pohjois-Karjala",2014,"Rahoitus- ja vakuutustoiminta",0.925505119902431,447
"555","Pohjois-Pohjanmaa",2014,"Rahoitus- ja vakuutustoiminta",0.97015184148225,1166
"556","Pohjois-Savo",2014,"Rahoitus- ja vakuutustoiminta",0.878137106076329,908
"557","Satakunta",2014,"Rahoitus- ja vakuutustoiminta",1.97457376570824,564
"558","Uusimaa",2014,"Rahoitus- ja vakuutustoiminta",1.0669604828762,844
"559","Varsinais-Suomi",2014,"Rahoitus- ja vakuutustoiminta",1.43379724019913,1969
"560","Ahvenanmaa",2014,"Rakentaminen",2.05639363129268,168
"561","Etelä-Karjala",2014,"Rakentaminen",2.4341966820609,3805
"562","Etelä-Pohjanmaa",2014,"Rakentaminen",2.47768598353406,3646
"563","Etelä-Savo",2014,"Rakentaminen",2.89780577856137,3376
"564","Kainuu",2014,"Rakentaminen",1.56102963768998,545
"565","Kanta-Häme",2014,"Rakentaminen",2.78660405213862,3424
"566","Keski-Pohjanmaa",2014,"Rakentaminen",2.17773574537678,1564
"567","Keski-Suomi",2014,"Rakentaminen",2.59976195528351,4628
"568","Kymenlaakso",2014,"Rakentaminen",2.79967832928829,4085
