"","maakunta","vuosi","toimiala","tuottavuus","nobs"
"1677","Keski-Pohjanmaa",2017,"Teollisuus",1.82621279580512,1270
"1678","Keski-Suomi",2017,"Teollisuus",2.07123437276749,2869
"1679","Kymenlaakso",2017,"Teollisuus",1.47229929091656,2687
"1680","Lappi",2017,"Teollisuus",1.79605712819827,1011
"1681","Päijät-Häme",2017,"Teollisuus",1.7381772431045,1557
"1682","Pirkanmaa",2017,"Teollisuus",2.15737214742561,7621
"1683","Pohjanmaa",2017,"Teollisuus",1.88388568586766,2398
"1684","Pohjois-Karjala",2017,"Teollisuus",1.6554505200055,2228
"1685","Pohjois-Pohjanmaa",2017,"Teollisuus",1.33920125999704,4757
"1686","Pohjois-Savo",2017,"Teollisuus",1.67588840595183,3904
"1687","Satakunta",2017,"Teollisuus",2.12744290813264,3295
"1688","Uusimaa",2017,"Teollisuus",2.28872265772755,5037
"1689","Varsinais-Suomi",2017,"Teollisuus",1.94173174799138,10187
"1690","Ahvenanmaa",2017,"Terveys- ja sosiaalipalvelut",3.32939044873861,44
"1691","Etelä-Karjala",2017,"Terveys- ja sosiaalipalvelut",3.1433749028908,1536
"1692","Etelä-Pohjanmaa",2017,"Terveys- ja sosiaalipalvelut",2.32448780353067,1416
"1693","Etelä-Savo",2017,"Terveys- ja sosiaalipalvelut",3.10127707974264,1571
"1694","Kainuu",2017,"Terveys- ja sosiaalipalvelut",1.87069668834314,410
"1695","Kanta-Häme",2017,"Terveys- ja sosiaalipalvelut",2.39636055361239,1585
"1696","Keski-Pohjanmaa",2017,"Terveys- ja sosiaalipalvelut",2.2244417981855,653
"1697","Keski-Suomi",2017,"Terveys- ja sosiaalipalvelut",2.53052540590294,2277
"1698","Kymenlaakso",2017,"Terveys- ja sosiaalipalvelut",2.57069355546,1660
"1699","Lappi",2017,"Terveys- ja sosiaalipalvelut",1.875717270452,701
"1700","Päijät-Häme",2017,"Terveys- ja sosiaalipalvelut",2.36460007503823,832
"1701","Pirkanmaa",2017,"Terveys- ja sosiaalipalvelut",3.35555819144339,4383
"1702","Pohjanmaa",2017,"Terveys- ja sosiaalipalvelut",2.34908877890643,748
"1703","Pohjois-Karjala",2017,"Terveys- ja sosiaalipalvelut",2.68084132454007,1850
"1704","Pohjois-Pohjanmaa",2017,"Terveys- ja sosiaalipalvelut",2.80691491406858,4898
"1705","Pohjois-Savo",2017,"Terveys- ja sosiaalipalvelut",2.05583645251291,3264
"1706","Satakunta",2017,"Terveys- ja sosiaalipalvelut",2.46339634626973,1829
"1707","Uusimaa",2017,"Terveys- ja sosiaalipalvelut",3.1243529365411,2746
"1708","Varsinais-Suomi",2017,"Terveys- ja sosiaalipalvelut",2.43259004109628,4382
"1716","Ahvenanmaa",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.12891520656205,285
"1717","Etelä-Karjala",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.43799892700477,5575
"1718","Etelä-Pohjanmaa",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.40992121339086,5196
"1719","Etelä-Savo",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.35200034885485,4738
"1720","Kainuu",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.19645240861798,994
"1721","Kanta-Häme",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.39221593206026,5512
"1722","Keski-Pohjanmaa",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.18048828154075,2830
"1723","Keski-Suomi",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.50993229273647,5914
"1724","Kymenlaakso",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.61860635845426,5719
"1725","Lappi",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.17679092509835,2219
"1726","Päijät-Häme",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.53198210341806,2893
"1727","Pirkanmaa",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.72240321220443,13753
"1728","Pohjanmaa",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.58583972688503,3773
"1729","Pohjois-Karjala",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.42807732724797,4873
"1730","Pohjois-Pohjanmaa",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.24115434891012,10455
"1731","Pohjois-Savo",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.3841531978025,10230
"1732","Satakunta",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.44767108067338,5880
"1733","Uusimaa",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.67023589521685,10567
"1734","Varsinais-Suomi",2017,"Tukku- ja vähittäiskauppa; moottoriajoneuvojen ja moottoripyörien korjaus",1.56920931059424,18138
"1735","Ahvenanmaa",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",2.73779992791179,11
"1736","Etelä-Karjala",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.297867091844176,281
"1737","Etelä-Pohjanmaa",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.21921034826373,164
"1738","Etelä-Savo",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.475171678873949,705
"1739","Kainuu",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.357685652736096,310
"1740","Kanta-Häme",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.152228399675545,276
"1741","Keski-Pohjanmaa",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.165566394945757,627
"1742","Keski-Suomi",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.421722756311449,960
"1743","Kymenlaakso",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",1.21189244935556,314
"1744","Lappi",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.755322949822076,96
"1745","Päijät-Häme",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.997515958388899,76
"1746","Pirkanmaa",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.318675623234168,1804
"1747","Pohjanmaa",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.454554144063907,838
"1748","Pohjois-Karjala",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.427265979139767,958
"1749","Pohjois-Pohjanmaa",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.313936407525514,1072
"1750","Pohjois-Savo",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.53356477395349,1375
"1751","Satakunta",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.476776510831192,926
"1752","Uusimaa",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.217266040936671,1824
"1753","Varsinais-Suomi",2017,"Vesihuolto, viemäri- ja jätevesihuolto, jätehuolto ja muu ympäristön puhtaanapito",0.558752988622125,2309
"1754","Ahvenanmaa",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.09814849350579,145
"1755","Etelä-Karjala",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.44175737172025,3069
"1756","Etelä-Pohjanmaa",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.33169168462703,2179
"1757","Etelä-Savo",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.8753529443899,2397
"1758","Kainuu",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",1.76547609929349,439
"1759","Kanta-Häme",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.98550403274437,2829
"1760","Keski-Pohjanmaa",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.11033055449045,1090
"1761","Keski-Suomi",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.87792442996488,4159
"1762","Kymenlaakso",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.86568306449795,2836
"1763","Lappi",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.32511006030158,1142
"1764","Päijät-Häme",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.75048138291944,1794
"1765","Pirkanmaa",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.91948291822891,9719
"1766","Pohjanmaa",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.55808868974809,1892
"1767","Pohjois-Karjala",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.57531662351192,2677
"1768","Pohjois-Pohjanmaa",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.06541957515446,7927
"1769","Pohjois-Savo",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.26193912258073,5609
"1770","Satakunta",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.5300544315385,2897
"1771","Uusimaa",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",3.33188996647314,6764
"1772","Varsinais-Suomi",2018,"Ammatillinen, tieteellinen ja tekninen toiminta",2.76439617259905,12155
"1773","Ahvenanmaa",2018,"Hallinto- ja tukipalvelutoiminta",2.35908883998058,59
"1774","Etelä-Karjala",2018,"Hallinto- ja tukipalvelutoiminta",1.71563945441301,1551
"1775","Etelä-Pohjanmaa",2018,"Hallinto- ja tukipalvelutoiminta",2.10298460558081,1031
"1776","Etelä-Savo",2018,"Hallinto- ja tukipalvelutoiminta",1.87866278038513,1156
"1777","Kainuu",2018,"Hallinto- ja tukipalvelutoiminta",1.30157338150433,280
"1778","Kanta-Häme",2018,"Hallinto- ja tukipalvelutoiminta",2.68558793427471,1377
"1779","Keski-Pohjanmaa",2018,"Hallinto- ja tukipalvelutoiminta",2.18080724098242,609
"1780","Keski-Suomi",2018,"Hallinto- ja tukipalvelutoiminta",2.7819001399414,1678
"1781","Kymenlaakso",2018,"Hallinto- ja tukipalvelutoiminta",2.56092775849627,1521
"1782","Lappi",2018,"Hallinto- ja tukipalvelutoiminta",2.03932579550149,922
"1783","Päijät-Häme",2018,"Hallinto- ja tukipalvelutoiminta",2.29921852575615,769
"1784","Pirkanmaa",2018,"Hallinto- ja tukipalvelutoiminta",2.27582466709613,3955
"1785","Pohjanmaa",2018,"Hallinto- ja tukipalvelutoiminta",2.44103341986379,1019
"1786","Pohjois-Karjala",2018,"Hallinto- ja tukipalvelutoiminta",2.08009462476707,1324
"1787","Pohjois-Pohjanmaa",2018,"Hallinto- ja tukipalvelutoiminta",1.64786709151274,2867
"1788","Pohjois-Savo",2018,"Hallinto- ja tukipalvelutoiminta",1.91737080319673,2932
"1789","Satakunta",2018,"Hallinto- ja tukipalvelutoiminta",2.01774590660813,1548
"1790","Uusimaa",2018,"Hallinto- ja tukipalvelutoiminta",2.83594873186629,3600
"1791","Varsinais-Suomi",2018,"Hallinto- ja tukipalvelutoiminta",2.25929814296246,5692
"1792","Ahvenanmaa",2018,"Informaatio ja viestintä",1.16104408105156,49
"1793","Etelä-Karjala",2018,"Informaatio ja viestintä",2.100506928303,908
"1794","Etelä-Pohjanmaa",2018,"Informaatio ja viestintä",1.89416836446139,506
"1795","Etelä-Savo",2018,"Informaatio ja viestintä",2.08595928655133,698
"1796","Kainuu",2018,"Informaatio ja viestintä",0.965357737629577,156
"1797","Kanta-Häme",2018,"Informaatio ja viestintä",2.17163136461814,842
"1798","Keski-Pohjanmaa",2018,"Informaatio ja viestintä",1.86475068948497,204
"1799","Keski-Suomi",2018,"Informaatio ja viestintä",1.86872423426026,1504
"1800","Kymenlaakso",2018,"Informaatio ja viestintä",2.26569224708533,671
"1801","Lappi",2018,"Informaatio ja viestintä",2.0430750951789,241
"1802","Päijät-Häme",2018,"Informaatio ja viestintä",2.45438917224353,411
"1803","Pirkanmaa",2018,"Informaatio ja viestintä",2.13412092762842,4030
"1804","Pohjanmaa",2018,"Informaatio ja viestintä",2.23807836142818,575
"1805","Pohjois-Karjala",2018,"Informaatio ja viestintä",2.15759323901496,797
"1806","Pohjois-Pohjanmaa",2018,"Informaatio ja viestintä",1.66522678398237,3632
"1807","Pohjois-Savo",2018,"Informaatio ja viestintä",1.64595215920074,1922
"1808","Satakunta",2018,"Informaatio ja viestintä",2.12391329251757,805
"1809","Uusimaa",2018,"Informaatio ja viestintä",2.60461005217026,1685
"1810","Varsinais-Suomi",2018,"Informaatio ja viestintä",2.0893827793706,3553
"1812","Etelä-Karjala",2018,"Kaivostoiminta ja louhinta",1.43389705649137,136
"1813","Etelä-Pohjanmaa",2018,"Kaivostoiminta ja louhinta",1.82241092275948,215
"1814","Etelä-Savo",2018,"Kaivostoiminta ja louhinta",1.10197552381952,90
"1815","Kainuu",2018,"Kaivostoiminta ja louhinta",1.20943273847217,46
"1816","Kanta-Häme",2018,"Kaivostoiminta ja louhinta",1.23413336984163,77
"1817","Keski-Pohjanmaa",2018,"Kaivostoiminta ja louhinta",0.920147623424937,37
"1818","Keski-Suomi",2018,"Kaivostoiminta ja louhinta",1.74033623418491,91
"1819","Kymenlaakso",2018,"Kaivostoiminta ja louhinta",0.528254645533362,118
"1820","Lappi",2018,"Kaivostoiminta ja louhinta",1.4870242211417,88
"1821","Päijät-Häme",2018,"Kaivostoiminta ja louhinta",1.39765806517693,24
"1822","Pirkanmaa",2018,"Kaivostoiminta ja louhinta",1.35280550181099,173
"1823","Pohjanmaa",2018,"Kaivostoiminta ja louhinta",1.81775029763483,43
"1824","Pohjois-Karjala",2018,"Kaivostoiminta ja louhinta",1.241240389544,76
"1825","Pohjois-Pohjanmaa",2018,"Kaivostoiminta ja louhinta",1.29973477450026,367
"1826","Pohjois-Savo",2018,"Kaivostoiminta ja louhinta",2.05543227985478,190
"1827","Satakunta",2018,"Kaivostoiminta ja louhinta",2.59397259370007,118
"1828","Uusimaa",2018,"Kaivostoiminta ja louhinta",0.561885804111444,97
"1829","Varsinais-Suomi",2018,"Kaivostoiminta ja louhinta",1.42465288492839,341
"1830","Ahvenanmaa",2018,"Kiinteistöalan toiminta",1.55503977526323,141
"1831","Etelä-Karjala",2018,"Kiinteistöalan toiminta",2.07869526183392,2148
"1832","Etelä-Pohjanmaa",2018,"Kiinteistöalan toiminta",1.97419659845011,1854
"1833","Etelä-Savo",2018,"Kiinteistöalan toiminta",2.16993365397939,1775
"1834","Kainuu",2018,"Kiinteistöalan toiminta",1.91557085574656,342
"1835","Kanta-Häme",2018,"Kiinteistöalan toiminta",1.98614711044883,2029
"1836","Keski-Pohjanmaa",2018,"Kiinteistöalan toiminta",2.10833183168036,1052
"1837","Keski-Suomi",2018,"Kiinteistöalan toiminta",2.1571201333348,2741
"1838","Kymenlaakso",2018,"Kiinteistöalan toiminta",1.84919520925615,1820
"1839","Lappi",2018,"Kiinteistöalan toiminta",1.9676020881615,1053
"1840","Päijät-Häme",2018,"Kiinteistöalan toiminta",1.80905099811347,1161
"1841","Pirkanmaa",2018,"Kiinteistöalan toiminta",2.07610667011591,5841
"1842","Pohjanmaa",2018,"Kiinteistöalan toiminta",2.09195701012188,1310
"1843","Pohjois-Karjala",2018,"Kiinteistöalan toiminta",1.8579820347061,1812
"1844","Pohjois-Pohjanmaa",2018,"Kiinteistöalan toiminta",1.83359773164693,4987
"1845","Pohjois-Savo",2018,"Kiinteistöalan toiminta",1.69093163053001,3679
"1846","Satakunta",2018,"Kiinteistöalan toiminta",1.81290793402548,2113
"1847","Uusimaa",2018,"Kiinteistöalan toiminta",1.95025328055228,3552
"1848","Varsinais-Suomi",2018,"Kiinteistöalan toiminta",1.93665486313962,7669
"1851","Ahvenanmaa",2018,"Koulutus",3.05833693853129,13
"1852","Etelä-Karjala",2018,"Koulutus",2.26714289050121,300
"1853","Etelä-Pohjanmaa",2018,"Koulutus",1.69615980557261,262
"1854","Etelä-Savo",2018,"Koulutus",2.89628340270204,286
"1855","Kainuu",2018,"Koulutus",1.34777443030642,77
"1856","Kanta-Häme",2018,"Koulutus",3.62818462219253,444
"1857","Keski-Pohjanmaa",2018,"Koulutus",2.32121377455793,83
"1858","Keski-Suomi",2018,"Koulutus",2.30649035789297,419
"1859","Kymenlaakso",2018,"Koulutus",3.06757457275098,390
"1860","Lappi",2018,"Koulutus",2.63900797656079,118
"1861","Päijät-Häme",2018,"Koulutus",3.6191956308831,135
"1862","Pirkanmaa",2018,"Koulutus",4.28649159905156,1049
"1863","Pohjanmaa",2018,"Koulutus",3.75718962546209,169
"1864","Pohjois-Karjala",2018,"Koulutus",2.86187327397829,273
"1865","Pohjois-Pohjanmaa",2018,"Koulutus",3.01994382314126,857
"1866","Pohjois-Savo",2018,"Koulutus",2.55710968741654,666
"1867","Satakunta",2018,"Koulutus",2.95817020698468,309
"1868","Uusimaa",2018,"Koulutus",3.62165301856592,739
"1869","Varsinais-Suomi",2018,"Koulutus",3.50972785823137,1233
"1870","Ahvenanmaa",2018,"Kuljetus ja varastointi",1.31784162666293,101
"1871","Etelä-Karjala",2018,"Kuljetus ja varastointi",1.72674444401409,2523
"1872","Etelä-Pohjanmaa",2018,"Kuljetus ja varastointi",1.84680321173043,1917
"1873","Etelä-Savo",2018,"Kuljetus ja varastointi",1.95066124647106,2182
"1874","Kainuu",2018,"Kuljetus ja varastointi",1.67840472452263,442
"1875","Kanta-Häme",2018,"Kuljetus ja varastointi",2.15361086523606,1993
"1876","Keski-Pohjanmaa",2018,"Kuljetus ja varastointi",1.55600609862015,1090
"1877","Keski-Suomi",2018,"Kuljetus ja varastointi",1.88143862599792,2321
"1878","Kymenlaakso",2018,"Kuljetus ja varastointi",1.86847424660611,2935
"1879","Lappi",2018,"Kuljetus ja varastointi",1.77418647393038,1150
"1880","Päijät-Häme",2018,"Kuljetus ja varastointi",1.95352554221407,962
"1881","Pirkanmaa",2018,"Kuljetus ja varastointi",2.05384539580888,4805
"1882","Pohjanmaa",2018,"Kuljetus ja varastointi",1.86207469786033,1732
"1883","Pohjois-Karjala",2018,"Kuljetus ja varastointi",1.89443220713774,1782
"1884","Pohjois-Pohjanmaa",2018,"Kuljetus ja varastointi",1.73907949541947,4493
"1885","Pohjois-Savo",2018,"Kuljetus ja varastointi",1.94596438785865,3536
"1886","Satakunta",2018,"Kuljetus ja varastointi",2.16628129158768,2356
"1887","Uusimaa",2018,"Kuljetus ja varastointi",2.12731032680274,4541
"1888","Varsinais-Suomi",2018,"Kuljetus ja varastointi",2.06358995910469,7312
"1889","Ahvenanmaa",2018,"Maatalous, metsätalous ja kalatalous",2.11556407374608,137
"1890","Etelä-Karjala",2018,"Maatalous, metsätalous ja kalatalous",2.56333819438846,4122
"1891","Etelä-Pohjanmaa",2018,"Maatalous, metsätalous ja kalatalous",2.26071613864671,7509
"1892","Etelä-Savo",2018,"Maatalous, metsätalous ja kalatalous",2.31932095005864,6225
"1893","Kainuu",2018,"Maatalous, metsätalous ja kalatalous",1.60700420722237,821
"1894","Kanta-Häme",2018,"Maatalous, metsätalous ja kalatalous",1.61572220454419,3767
"1895","Keski-Pohjanmaa",2018,"Maatalous, metsätalous ja kalatalous",1.90409333110576,2605
"1896","Keski-Suomi",2018,"Maatalous, metsätalous ja kalatalous",2.97720105361189,4391
"1897","Kymenlaakso",2018,"Maatalous, metsätalous ja kalatalous",2.41783885560336,4917
"1898","Lappi",2018,"Maatalous, metsätalous ja kalatalous",1.97163494936424,1409
"1899","Päijät-Häme",2018,"Maatalous, metsätalous ja kalatalous",2.31565776238301,1503
"1900","Pirkanmaa",2018,"Maatalous, metsätalous ja kalatalous",2.33128614746972,8636
"1901","Pohjanmaa",2018,"Maatalous, metsätalous ja kalatalous",2.31207303968295,8141
"1902","Pohjois-Karjala",2018,"Maatalous, metsätalous ja kalatalous",2.061711272789,4173
"1903","Pohjois-Pohjanmaa",2018,"Maatalous, metsätalous ja kalatalous",1.93694144259206,6638
"1904","Pohjois-Savo",2018,"Maatalous, metsätalous ja kalatalous",1.70624462599413,10116
"1905","Satakunta",2018,"Maatalous, metsätalous ja kalatalous",2.38076208945603,4006
"1906","Uusimaa",2018,"Maatalous, metsätalous ja kalatalous",2.53271542534136,6599
"1907","Varsinais-Suomi",2018,"Maatalous, metsätalous ja kalatalous",1.96770724025859,15979
"1908","Ahvenanmaa",2018,"Majoitus- ja ravitsemistoiminta",1.45806896986633,101
"1909","Etelä-Karjala",2018,"Majoitus- ja ravitsemistoiminta",1.93576516188381,1717
"1910","Etelä-Pohjanmaa",2018,"Majoitus- ja ravitsemistoiminta",2.52538005732309,983
"1911","Etelä-Savo",2018,"Majoitus- ja ravitsemistoiminta",2.21245414857386,1492
"1912","Kainuu",2018,"Majoitus- ja ravitsemistoiminta",2.27327722015331,263
"1913","Kanta-Häme",2018,"Majoitus- ja ravitsemistoiminta",2.0060759580601,1316
"1914","Keski-Pohjanmaa",2018,"Majoitus- ja ravitsemistoiminta",2.39866235031059,567
"1915","Keski-Suomi",2018,"Majoitus- ja ravitsemistoiminta",2.33458227830602,1679
"1916","Kymenlaakso",2018,"Majoitus- ja ravitsemistoiminta",2.61692637325154,1691
"1917","Lappi",2018,"Majoitus- ja ravitsemistoiminta",1.81192724428807,914
"1918","Päijät-Häme",2018,"Majoitus- ja ravitsemistoiminta",2.34141996941646,717
"1919","Pirkanmaa",2018,"Majoitus- ja ravitsemistoiminta",2.65581536500266,3662
"1920","Pohjanmaa",2018,"Majoitus- ja ravitsemistoiminta",2.05937662033903,834
"1921","Pohjois-Karjala",2018,"Majoitus- ja ravitsemistoiminta",2.13536236159649,1176
"1922","Pohjois-Pohjanmaa",2018,"Majoitus- ja ravitsemistoiminta",1.96008688979302,2874
"1923","Pohjois-Savo",2018,"Majoitus- ja ravitsemistoiminta",1.79518727044236,2501
"1924","Satakunta",2018,"Majoitus- ja ravitsemistoiminta",2.22519802996036,1528
"1925","Uusimaa",2018,"Majoitus- ja ravitsemistoiminta",2.29749811656684,2757
"1926","Varsinais-Suomi",2018,"Majoitus- ja ravitsemistoiminta",2.51229104177398,5258
"1927","Ahvenanmaa",2018,"Muu palvelutoiminta",3.57528282595675,41
"1928","Etelä-Karjala",2018,"Muu palvelutoiminta",5.96663346667363,1550
"1929","Etelä-Pohjanmaa",2018,"Muu palvelutoiminta",6.15520554122195,1076
"1930","Etelä-Savo",2018,"Muu palvelutoiminta",5.34164800712766,1360
"1931","Kainuu",2018,"Muu palvelutoiminta",4.33608671843372,293
"1932","Kanta-Häme",2018,"Muu palvelutoiminta",6.08068769478951,1334
"1933","Keski-Pohjanmaa",2018,"Muu palvelutoiminta",5.04333787058162,528
"1934","Keski-Suomi",2018,"Muu palvelutoiminta",6.75127410538561,1839
"1935","Kymenlaakso",2018,"Muu palvelutoiminta",6.23192497011666,1540
"1936","Lappi",2018,"Muu palvelutoiminta",5.45290477687648,588
"1937","Päijät-Häme",2018,"Muu palvelutoiminta",5.77253969723836,650
"1938","Pirkanmaa",2018,"Muu palvelutoiminta",6.76441304697621,3654
"1939","Pohjanmaa",2018,"Muu palvelutoiminta",6.06856850547777,875
"1940","Pohjois-Karjala",2018,"Muu palvelutoiminta",5.71699274717249,1228
"1941","Pohjois-Pohjanmaa",2018,"Muu palvelutoiminta",4.93149351639172,2513
"1942","Pohjois-Savo",2018,"Muu palvelutoiminta",4.88396313726454,2353
"1943","Satakunta",2018,"Muu palvelutoiminta",5.68870100642293,1600
"1944","Uusimaa",2018,"Muu palvelutoiminta",6.21592407860309,2511
"1945","Varsinais-Suomi",2018,"Muu palvelutoiminta",6.07899353169345,4286
"1946","Ahvenanmaa",2018,"Rahoitus- ja vakuutustoiminta",1.44317381462864,67
"1947","Etelä-Karjala",2018,"Rahoitus- ja vakuutustoiminta",1.16783978918614,508
"1948","Etelä-Pohjanmaa",2018,"Rahoitus- ja vakuutustoiminta",1.24058031259683,422
"1949","Etelä-Savo",2018,"Rahoitus- ja vakuutustoiminta",1.56005805467479,483
"1950","Kainuu",2018,"Rahoitus- ja vakuutustoiminta",0.878905015878535,96
"1951","Kanta-Häme",2018,"Rahoitus- ja vakuutustoiminta",1.24010178604639,387
"1952","Keski-Pohjanmaa",2018,"Rahoitus- ja vakuutustoiminta",0.813918164546272,285
"1953","Keski-Suomi",2018,"Rahoitus- ja vakuutustoiminta",1.54913705864946,662
"1954","Kymenlaakso",2018,"Rahoitus- ja vakuutustoiminta",1.16508944111018,464
"1955","Lappi",2018,"Rahoitus- ja vakuutustoiminta",0.99925196576997,219
"1956","Päijät-Häme",2018,"Rahoitus- ja vakuutustoiminta",0.969175064407238,265
"1957","Pirkanmaa",2018,"Rahoitus- ja vakuutustoiminta",0.976891928105253,1469
"1958","Pohjanmaa",2018,"Rahoitus- ja vakuutustoiminta",1.01447762258687,481
"1959","Pohjois-Karjala",2018,"Rahoitus- ja vakuutustoiminta",0.98254138742167,454
"1960","Pohjois-Pohjanmaa",2018,"Rahoitus- ja vakuutustoiminta",0.992106304042031,1297
"1961","Pohjois-Savo",2018,"Rahoitus- ja vakuutustoiminta",0.962817729422634,1141
"1962","Satakunta",2018,"Rahoitus- ja vakuutustoiminta",1.2720134742421,606
"1963","Uusimaa",2018,"Rahoitus- ja vakuutustoiminta",1.5799760498814,948
"1964","Varsinais-Suomi",2018,"Rahoitus- ja vakuutustoiminta",1.40898186854808,2215
"1965","Ahvenanmaa",2018,"Rakentaminen",2.52493865478655,200
"1966","Etelä-Karjala",2018,"Rakentaminen",2.58679816281138,4322
"1967","Etelä-Pohjanmaa",2018,"Rakentaminen",2.69190317222956,4007
"1968","Etelä-Savo",2018,"Rakentaminen",3.14092133132193,3770
"1969","Kainuu",2018,"Rakentaminen",1.71586862599422,641
"1970","Kanta-Häme",2018,"Rakentaminen",2.94447335887035,4045
"1971","Keski-Pohjanmaa",2018,"Rakentaminen",2.42577249657083,1716
"1972","Keski-Suomi",2018,"Rakentaminen",2.66500484273447,5099
"1973","Kymenlaakso",2018,"Rakentaminen",2.87409140262268,4325
"1974","Lappi",2018,"Rakentaminen",2.36760854062158,1861
"1975","Päijät-Häme",2018,"Rakentaminen",2.68102552769172,2395
"1976","Pirkanmaa",2018,"Rakentaminen",3.09087665175631,10087
"1977","Pohjanmaa",2018,"Rakentaminen",2.60566461433386,3153
"1978","Pohjois-Karjala",2018,"Rakentaminen",2.21751768379471,3478
"1979","Pohjois-Pohjanmaa",2018,"Rakentaminen",2.10825856192665,8259
"1980","Pohjois-Savo",2018,"Rakentaminen",2.04370539921129,6474
"1981","Satakunta",2018,"Rakentaminen",2.81245008634436,4642
"1982","Uusimaa",2018,"Rakentaminen",3.35785227596141,12594
"1983","Varsinais-Suomi",2018,"Rakentaminen",3.14734058569131,16516
