"","date","TOL","maakunta","yrityksiä","työntekijöitä"
"27862",NA,NA,"MK07 Päijät-Häme","0",0
"27863",NA,NA,"MK08 Kymenlaakso","1",1
"27864",NA,NA,"MK09 Etelä-Karjala","0",0
"27865",NA,NA,"MK10 Etelä-Savo","1",1
"27866",NA,NA,"MK11 Pohjois-Savo","1",7
"27867",NA,NA,"MK12 Pohjois-Karjala","1",3
"27868",NA,NA,"MK13 Keski-Suomi","3",11
"27869",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"27870",NA,NA,"MK15 Pohjanmaa","2",9
"27871",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"27872",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"27873",NA,NA,"MK18 Kainuu","1",6
"27874",NA,NA,"MK19 Lappi","0",0
"27875",NA,NA,"MA2 AHVENANMAA","1",10
"27876",NA,NA,"MK21 Ahvenanmaa","1",10
"27877",NA,"Muut palvelut","KOKO MAA","65",224
"27878",NA,NA,"MA1 MANNER-SUOMI","65",224
"27879",NA,NA,"MK01 Uusimaa","30",88
"27880",NA,NA,"MK02 Varsinais-Suomi","7",38
"27881",NA,NA,"MK04 Satakunta","6",21
"27882",NA,NA,"MK05 Kanta-Häme","3",7
"27883",NA,NA,"MK06 Pirkanmaa","6",24
"27884",NA,NA,"MK07 Päijät-Häme","2",6
"27885",NA,NA,"MK08 Kymenlaakso","1",3
"27886",NA,NA,"MK09 Etelä-Karjala","1",3
"27887",NA,NA,"MK10 Etelä-Savo","0",0
"27888",NA,NA,"MK11 Pohjois-Savo","3",7
"27889",NA,NA,"MK12 Pohjois-Karjala","0",0
"27890",NA,NA,"MK13 Keski-Suomi","2",19
"27891",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"27892",NA,NA,"MK15 Pohjanmaa","0",0
"27893",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"27894",NA,NA,"MK17 Pohjois-Pohjanmaa","2",6
"27895",NA,NA,"MK18 Kainuu","1",1
"27896",NA,NA,"MK19 Lappi","0",0
"27897",NA,NA,"MA2 AHVENANMAA","0",0
"27898",NA,NA,"MK21 Ahvenanmaa","0",0
"27899",NA,"Tuntematon","KOKO MAA","1",1
"27900",NA,NA,"MA1 MANNER-SUOMI","1",1
"27901",NA,NA,"MK01 Uusimaa","0",0
"27902",NA,NA,"MK02 Varsinais-Suomi","0",0
"27903",NA,NA,"MK04 Satakunta","0",0
"27904",NA,NA,"MK05 Kanta-Häme","1",1
"27905",NA,NA,"MK06 Pirkanmaa","0",0
"27906",NA,NA,"MK07 Päijät-Häme","0",0
"27907",NA,NA,"MK08 Kymenlaakso","0",0
"27908",NA,NA,"MK09 Etelä-Karjala","0",0
"27909",NA,NA,"MK10 Etelä-Savo","0",0
"27910",NA,NA,"MK11 Pohjois-Savo","0",0
"27911",NA,NA,"MK12 Pohjois-Karjala","0",0
"27912",NA,NA,"MK13 Keski-Suomi","0",0
"27913",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"27914",NA,NA,"MK15 Pohjanmaa","0",0
"27915",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"27916",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"27917",NA,NA,"MK18 Kainuu","0",0
"27918",NA,NA,"MK19 Lappi","0",0
"27919",NA,NA,"MA2 AHVENANMAA","0",0
"27920",NA,NA,"MK21 Ahvenanmaa","0",0
"27921","2014M10","Yhteensä","KOKO MAA","241",1002
"27922",NA,NA,"MA1 MANNER-SUOMI","241",1002
"27923",NA,NA,"MK01 Uusimaa","75",277
"27924",NA,NA,"MK02 Varsinais-Suomi","22",142
"27925",NA,NA,"MK04 Satakunta","12",31
"27926",NA,NA,"MK05 Kanta-Häme","10",18
"27927",NA,NA,"MK06 Pirkanmaa","24",124
"27928",NA,NA,"MK07 Päijät-Häme","10",100
"27929",NA,NA,"MK08 Kymenlaakso","13",55
"27930",NA,NA,"MK09 Etelä-Karjala","7",14
"27931",NA,NA,"MK10 Etelä-Savo","8",21
"27932",NA,NA,"MK11 Pohjois-Savo","7",18
"27933",NA,NA,"MK12 Pohjois-Karjala","9",25
"27934",NA,NA,"MK13 Keski-Suomi","14",68
"27935",NA,NA,"MK14 Etelä-Pohjanmaa","3",36
"27936",NA,NA,"MK15 Pohjanmaa","5",13
"27937",NA,NA,"MK16 Keski-Pohjanmaa","2",7
"27938",NA,NA,"MK17 Pohjois-Pohjanmaa","12",30
"27939",NA,NA,"MK18 Kainuu","3",6
"27940",NA,NA,"MK19 Lappi","5",17
"27941",NA,NA,"MA2 AHVENANMAA","0",0
"27942",NA,NA,"MK21 Ahvenanmaa","0",0
"27943",NA,"Maa-, metsä ja kalatalous","KOKO MAA","5",11
"27944",NA,NA,"MA1 MANNER-SUOMI","5",11
"27945",NA,NA,"MK01 Uusimaa","2",4
"27946",NA,NA,"MK02 Varsinais-Suomi","1",4
"27947",NA,NA,"MK04 Satakunta","0",0
"27948",NA,NA,"MK05 Kanta-Häme","0",0
"27949",NA,NA,"MK06 Pirkanmaa","0",0
"27950",NA,NA,"MK07 Päijät-Häme","0",0
"27951",NA,NA,"MK08 Kymenlaakso","0",0
"27952",NA,NA,"MK09 Etelä-Karjala","0",0
"27953",NA,NA,"MK10 Etelä-Savo","1",1
"27954",NA,NA,"MK11 Pohjois-Savo","0",0
"27955",NA,NA,"MK12 Pohjois-Karjala","1",2
"27956",NA,NA,"MK13 Keski-Suomi","0",0
"27957",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"27958",NA,NA,"MK15 Pohjanmaa","0",0
"27959",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"27960",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"27961",NA,NA,"MK18 Kainuu","0",0
"27962",NA,NA,"MK19 Lappi","0",0
"27963",NA,NA,"MA2 AHVENANMAA","0",0
"27964",NA,NA,"MK21 Ahvenanmaa","0",0
"27965",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","25",215
"27966",NA,NA,"MA1 MANNER-SUOMI","25",215
"27967",NA,NA,"MK01 Uusimaa","3",31
"27968",NA,NA,"MK02 Varsinais-Suomi","2",2
"27969",NA,NA,"MK04 Satakunta","1",3
"27970",NA,NA,"MK05 Kanta-Häme","1",2
"27971",NA,NA,"MK06 Pirkanmaa","2",6
"27972",NA,NA,"MK07 Päijät-Häme","3",81
"27973",NA,NA,"MK08 Kymenlaakso","0",0
"27974",NA,NA,"MK09 Etelä-Karjala","1",3
"27975",NA,NA,"MK10 Etelä-Savo","0",0
"27976",NA,NA,"MK11 Pohjois-Savo","0",0
"27977",NA,NA,"MK12 Pohjois-Karjala","3",8
"27978",NA,NA,"MK13 Keski-Suomi","2",34
"27979",NA,NA,"MK14 Etelä-Pohjanmaa","2",35
"27980",NA,NA,"MK15 Pohjanmaa","2",5
"27981",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"27982",NA,NA,"MK17 Pohjois-Pohjanmaa","2",3
"27983",NA,NA,"MK18 Kainuu","1",2
"27984",NA,NA,"MK19 Lappi","0",0
"27985",NA,NA,"MA2 AHVENANMAA","0",0
"27986",NA,NA,"MK21 Ahvenanmaa","0",0
"27987",NA,"Rakennustoiminta","KOKO MAA","44",208
"27988",NA,NA,"MA1 MANNER-SUOMI","44",208
"27989",NA,NA,"MK01 Uusimaa","9",36
"27990",NA,NA,"MK02 Varsinais-Suomi","3",14
"27991",NA,NA,"MK04 Satakunta","5",13
"27992",NA,NA,"MK05 Kanta-Häme","2",6
"27993",NA,NA,"MK06 Pirkanmaa","4",78
"27994",NA,NA,"MK07 Päijät-Häme","2",9
"27995",NA,NA,"MK08 Kymenlaakso","3",8
"27996",NA,NA,"MK09 Etelä-Karjala","2",2
"27997",NA,NA,"MK10 Etelä-Savo","1",2
"27998",NA,NA,"MK11 Pohjois-Savo","0",0
"27999",NA,NA,"MK12 Pohjois-Karjala","3",11
"28000",NA,NA,"MK13 Keski-Suomi","3",8
"28001",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"28002",NA,NA,"MK15 Pohjanmaa","0",0
"28003",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28004",NA,NA,"MK17 Pohjois-Pohjanmaa","5",19
"28005",NA,NA,"MK18 Kainuu","0",0
"28006",NA,NA,"MK19 Lappi","1",1
"28007",NA,NA,"MA2 AHVENANMAA","0",0
"28008",NA,NA,"MK21 Ahvenanmaa","0",0
"28009",NA,"Kauppa","KOKO MAA","52",233
"28010",NA,NA,"MA1 MANNER-SUOMI","52",233
"28011",NA,NA,"MK01 Uusimaa","19",54
"28012",NA,NA,"MK02 Varsinais-Suomi","5",93
"28013",NA,NA,"MK04 Satakunta","2",5
"28014",NA,NA,"MK05 Kanta-Häme","2",2
"28015",NA,NA,"MK06 Pirkanmaa","6",10
"28016",NA,NA,"MK07 Päijät-Häme","0",0
"28017",NA,NA,"MK08 Kymenlaakso","6",38
"28018",NA,NA,"MK09 Etelä-Karjala","1",2
"28019",NA,NA,"MK10 Etelä-Savo","2",4
"28020",NA,NA,"MK11 Pohjois-Savo","2",7
"28021",NA,NA,"MK12 Pohjois-Karjala","0",0
"28022",NA,NA,"MK13 Keski-Suomi","3",10
"28023",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"28024",NA,NA,"MK15 Pohjanmaa","1",3
"28025",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28026",NA,NA,"MK17 Pohjois-Pohjanmaa","3",5
"28027",NA,NA,"MK18 Kainuu","0",0
"28028",NA,NA,"MK19 Lappi","0",0
"28029",NA,NA,"MA2 AHVENANMAA","0",0
"28030",NA,NA,"MK21 Ahvenanmaa","0",0
"28031",NA,"Kuljetus ja varastointi","KOKO MAA","23",124
"28032",NA,NA,"MA1 MANNER-SUOMI","23",124
"28033",NA,NA,"MK01 Uusimaa","10",75
"28034",NA,NA,"MK02 Varsinais-Suomi","4",17
"28035",NA,NA,"MK04 Satakunta","3",9
"28036",NA,NA,"MK05 Kanta-Häme","0",0
"28037",NA,NA,"MK06 Pirkanmaa","2",7
"28038",NA,NA,"MK07 Päijät-Häme","0",0
"28039",NA,NA,"MK08 Kymenlaakso","0",0
"28040",NA,NA,"MK09 Etelä-Karjala","0",0
"28041",NA,NA,"MK10 Etelä-Savo","1",8
"28042",NA,NA,"MK11 Pohjois-Savo","1",1
"28043",NA,NA,"MK12 Pohjois-Karjala","0",0
"28044",NA,NA,"MK13 Keski-Suomi","1",3
"28045",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"28046",NA,NA,"MK15 Pohjanmaa","1",4
"28047",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28048",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"28049",NA,NA,"MK18 Kainuu","0",0
"28050",NA,NA,"MK19 Lappi","0",0
"28051",NA,NA,"MA2 AHVENANMAA","0",0
"28052",NA,NA,"MK21 Ahvenanmaa","0",0
"28053",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","15",39
"28054",NA,NA,"MA1 MANNER-SUOMI","15",39
"28055",NA,NA,"MK01 Uusimaa","2",3
"28056",NA,NA,"MK02 Varsinais-Suomi","2",5
"28057",NA,NA,"MK04 Satakunta","0",0
"28058",NA,NA,"MK05 Kanta-Häme","1",1
"28059",NA,NA,"MK06 Pirkanmaa","2",4
"28060",NA,NA,"MK07 Päijät-Häme","1",4
"28061",NA,NA,"MK08 Kymenlaakso","1",1
"28062",NA,NA,"MK09 Etelä-Karjala","1",3
"28063",NA,NA,"MK10 Etelä-Savo","1",2
"28064",NA,NA,"MK11 Pohjois-Savo","1",3
"28065",NA,NA,"MK12 Pohjois-Karjala","0",0
"28066",NA,NA,"MK13 Keski-Suomi","1",1
"28067",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"28068",NA,NA,"MK15 Pohjanmaa","0",0
"28069",NA,NA,"MK16 Keski-Pohjanmaa","1",4
"28070",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"28071",NA,NA,"MK18 Kainuu","0",0
"28072",NA,NA,"MK19 Lappi","1",8
"28073",NA,NA,"MA2 AHVENANMAA","0",0
"28074",NA,NA,"MK21 Ahvenanmaa","0",0
"28075",NA,"Muut palvelut","KOKO MAA","74",169
"28076",NA,NA,"MA1 MANNER-SUOMI","74",169
"28077",NA,NA,"MK01 Uusimaa","29",73
"28078",NA,NA,"MK02 Varsinais-Suomi","5",7
"28079",NA,NA,"MK04 Satakunta","1",1
"28080",NA,NA,"MK05 Kanta-Häme","4",7
"28081",NA,NA,"MK06 Pirkanmaa","8",19
"28082",NA,NA,"MK07 Päijät-Häme","4",6
"28083",NA,NA,"MK08 Kymenlaakso","3",8
"28084",NA,NA,"MK09 Etelä-Karjala","2",4
"28085",NA,NA,"MK10 Etelä-Savo","1",3
"28086",NA,NA,"MK11 Pohjois-Savo","3",7
"28087",NA,NA,"MK12 Pohjois-Karjala","1",3
"28088",NA,NA,"MK13 Keski-Suomi","4",12
"28089",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"28090",NA,NA,"MK15 Pohjanmaa","1",1
"28091",NA,NA,"MK16 Keski-Pohjanmaa","1",3
"28092",NA,NA,"MK17 Pohjois-Pohjanmaa","2",3
"28093",NA,NA,"MK18 Kainuu","2",4
"28094",NA,NA,"MK19 Lappi","3",8
"28095",NA,NA,"MA2 AHVENANMAA","0",0
"28096",NA,NA,"MK21 Ahvenanmaa","0",0
"28097",NA,"Tuntematon","KOKO MAA","3",3
"28098",NA,NA,"MA1 MANNER-SUOMI","3",3
"28099",NA,NA,"MK01 Uusimaa","1",1
"28100",NA,NA,"MK02 Varsinais-Suomi","0",0
"28101",NA,NA,"MK04 Satakunta","0",0
"28102",NA,NA,"MK05 Kanta-Häme","0",0
"28103",NA,NA,"MK06 Pirkanmaa","0",0
"28104",NA,NA,"MK07 Päijät-Häme","0",0
"28105",NA,NA,"MK08 Kymenlaakso","0",0
"28106",NA,NA,"MK09 Etelä-Karjala","0",0
"28107",NA,NA,"MK10 Etelä-Savo","1",1
"28108",NA,NA,"MK11 Pohjois-Savo","0",0
"28109",NA,NA,"MK12 Pohjois-Karjala","1",1
"28110",NA,NA,"MK13 Keski-Suomi","0",0
"28111",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"28112",NA,NA,"MK15 Pohjanmaa","0",0
"28113",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28114",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"28115",NA,NA,"MK18 Kainuu","0",0
"28116",NA,NA,"MK19 Lappi","0",0
"28117",NA,NA,"MA2 AHVENANMAA","0",0
"28118",NA,NA,"MK21 Ahvenanmaa","0",0
"28119","2014M11","Yhteensä","KOKO MAA","229",1365
"28120",NA,NA,"MA1 MANNER-SUOMI","228",1363
"28121",NA,NA,"MK01 Uusimaa","89",354
"28122",NA,NA,"MK02 Varsinais-Suomi","18",60
"28123",NA,NA,"MK04 Satakunta","6",10
"28124",NA,NA,"MK05 Kanta-Häme","13",32
"28125",NA,NA,"MK06 Pirkanmaa","24",123
"28126",NA,NA,"MK07 Päijät-Häme","8",11
"28127",NA,NA,"MK08 Kymenlaakso","5",42
"28128",NA,NA,"MK09 Etelä-Karjala","6",35
"28129",NA,NA,"MK10 Etelä-Savo","4",24
"28130",NA,NA,"MK11 Pohjois-Savo","4",15
"28131",NA,NA,"MK12 Pohjois-Karjala","2",2
"28132",NA,NA,"MK13 Keski-Suomi","7",11
"28133",NA,NA,"MK14 Etelä-Pohjanmaa","14",66
"28134",NA,NA,"MK15 Pohjanmaa","6",11
"28135",NA,NA,"MK16 Keski-Pohjanmaa","2",5
"28136",NA,NA,"MK17 Pohjois-Pohjanmaa","16",56
"28137",NA,NA,"MK18 Kainuu","1",502
"28138",NA,NA,"MK19 Lappi","3",4
"28139",NA,NA,"MA2 AHVENANMAA","1",2
"28140",NA,NA,"MK21 Ahvenanmaa","1",2
"28141",NA,"Maa-, metsä ja kalatalous","KOKO MAA","5",7
"28142",NA,NA,"MA1 MANNER-SUOMI","5",7
"28143",NA,NA,"MK01 Uusimaa","0",0
"28144",NA,NA,"MK02 Varsinais-Suomi","0",0
"28145",NA,NA,"MK04 Satakunta","0",0
"28146",NA,NA,"MK05 Kanta-Häme","0",0
"28147",NA,NA,"MK06 Pirkanmaa","0",0
"28148",NA,NA,"MK07 Päijät-Häme","0",0
"28149",NA,NA,"MK08 Kymenlaakso","0",0
"28150",NA,NA,"MK09 Etelä-Karjala","0",0
"28151",NA,NA,"MK10 Etelä-Savo","0",0
"28152",NA,NA,"MK11 Pohjois-Savo","0",0
"28153",NA,NA,"MK12 Pohjois-Karjala","0",0
"28154",NA,NA,"MK13 Keski-Suomi","0",0
"28155",NA,NA,"MK14 Etelä-Pohjanmaa","3",3
"28156",NA,NA,"MK15 Pohjanmaa","0",0
"28157",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28158",NA,NA,"MK17 Pohjois-Pohjanmaa","1",2
"28159",NA,NA,"MK18 Kainuu","0",0
"28160",NA,NA,"MK19 Lappi","1",2
"28161",NA,NA,"MA2 AHVENANMAA","0",0
"28162",NA,NA,"MK21 Ahvenanmaa","0",0
"28163",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","21",614
"28164",NA,NA,"MA1 MANNER-SUOMI","21",614
"28165",NA,NA,"MK01 Uusimaa","2",2
"28166",NA,NA,"MK02 Varsinais-Suomi","3",31
"28167",NA,NA,"MK04 Satakunta","0",0
"28168",NA,NA,"MK05 Kanta-Häme","1",2
"28169",NA,NA,"MK06 Pirkanmaa","5",21
"28170",NA,NA,"MK07 Päijät-Häme","1",1
"28171",NA,NA,"MK08 Kymenlaakso","0",0
"28172",NA,NA,"MK09 Etelä-Karjala","1",2
"28173",NA,NA,"MK10 Etelä-Savo","0",0
"28174",NA,NA,"MK11 Pohjois-Savo","1",3
"28175",NA,NA,"MK12 Pohjois-Karjala","0",0
"28176",NA,NA,"MK13 Keski-Suomi","0",0
"28177",NA,NA,"MK14 Etelä-Pohjanmaa","2",46
"28178",NA,NA,"MK15 Pohjanmaa","2",2
"28179",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28180",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"28181",NA,NA,"MK18 Kainuu","1",502
"28182",NA,NA,"MK19 Lappi","1",1
"28183",NA,NA,"MA2 AHVENANMAA","0",0
"28184",NA,NA,"MK21 Ahvenanmaa","0",0
"28185",NA,"Rakennustoiminta","KOKO MAA","46",195
"28186",NA,NA,"MA1 MANNER-SUOMI","46",195
"28187",NA,NA,"MK01 Uusimaa","17",98
"28188",NA,NA,"MK02 Varsinais-Suomi","4",6
"28189",NA,NA,"MK04 Satakunta","1",2
"28190",NA,NA,"MK05 Kanta-Häme","5",9
"28191",NA,NA,"MK06 Pirkanmaa","4",6
"28192",NA,NA,"MK07 Päijät-Häme","1",2
"28193",NA,NA,"MK08 Kymenlaakso","2",33
"28194",NA,NA,"MK09 Etelä-Karjala","1",13
"28195",NA,NA,"MK10 Etelä-Savo","3",7
"28196",NA,NA,"MK11 Pohjois-Savo","0",0
"28197",NA,NA,"MK12 Pohjois-Karjala","0",0
"28198",NA,NA,"MK13 Keski-Suomi","3",5
"28199",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"28200",NA,NA,"MK15 Pohjanmaa","1",1
"28201",NA,NA,"MK16 Keski-Pohjanmaa","1",3
"28202",NA,NA,"MK17 Pohjois-Pohjanmaa","3",10
"28203",NA,NA,"MK18 Kainuu","0",0
"28204",NA,NA,"MK19 Lappi","0",0
"28205",NA,NA,"MA2 AHVENANMAA","0",0
"28206",NA,NA,"MK21 Ahvenanmaa","0",0
"28207",NA,"Kauppa","KOKO MAA","42",119
"28208",NA,NA,"MA1 MANNER-SUOMI","42",119
"28209",NA,NA,"MK01 Uusimaa","17",62
"28210",NA,NA,"MK02 Varsinais-Suomi","5",7
"28211",NA,NA,"MK04 Satakunta","4",7
"28212",NA,NA,"MK05 Kanta-Häme","3",5
"28213",NA,NA,"MK06 Pirkanmaa","5",17
"28214",NA,NA,"MK07 Päijät-Häme","0",0
"28215",NA,NA,"MK08 Kymenlaakso","1",4
"28216",NA,NA,"MK09 Etelä-Karjala","1",5
"28217",NA,NA,"MK10 Etelä-Savo","0",0
"28218",NA,NA,"MK11 Pohjois-Savo","0",0
"28219",NA,NA,"MK12 Pohjois-Karjala","0",0
"28220",NA,NA,"MK13 Keski-Suomi","2",2
"28221",NA,NA,"MK14 Etelä-Pohjanmaa","3",9
"28222",NA,NA,"MK15 Pohjanmaa","0",0
"28223",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28224",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"28225",NA,NA,"MK18 Kainuu","0",0
"28226",NA,NA,"MK19 Lappi","0",0
"28227",NA,NA,"MA2 AHVENANMAA","0",0
"28228",NA,NA,"MK21 Ahvenanmaa","0",0
"28229",NA,"Kuljetus ja varastointi","KOKO MAA","16",50
"28230",NA,NA,"MA1 MANNER-SUOMI","16",50
"28231",NA,NA,"MK01 Uusimaa","8",26
"28232",NA,NA,"MK02 Varsinais-Suomi","2",11
"28233",NA,NA,"MK04 Satakunta","0",0
"28234",NA,NA,"MK05 Kanta-Häme","1",1
"28235",NA,NA,"MK06 Pirkanmaa","1",1
"28236",NA,NA,"MK07 Päijät-Häme","0",0
"28237",NA,NA,"MK08 Kymenlaakso","0",0
"28238",NA,NA,"MK09 Etelä-Karjala","2",8
"28239",NA,NA,"MK10 Etelä-Savo","0",0
"28240",NA,NA,"MK11 Pohjois-Savo","0",0
"28241",NA,NA,"MK12 Pohjois-Karjala","0",0
"28242",NA,NA,"MK13 Keski-Suomi","0",0
"28243",NA,NA,"MK14 Etelä-Pohjanmaa","2",3
"28244",NA,NA,"MK15 Pohjanmaa","0",0
"28245",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28246",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"28247",NA,NA,"MK18 Kainuu","0",0
"28248",NA,NA,"MK19 Lappi","0",0
"28249",NA,NA,"MA2 AHVENANMAA","0",0
"28250",NA,NA,"MK21 Ahvenanmaa","0",0
"28251",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","20",104
"28252",NA,NA,"MA1 MANNER-SUOMI","19",102
"28253",NA,NA,"MK01 Uusimaa","6",38
"28254",NA,NA,"MK02 Varsinais-Suomi","1",2
"28255",NA,NA,"MK04 Satakunta","0",0
"28256",NA,NA,"MK05 Kanta-Häme","1",12
"28257",NA,NA,"MK06 Pirkanmaa","2",20
"28258",NA,NA,"MK07 Päijät-Häme","0",0
"28259",NA,NA,"MK08 Kymenlaakso","2",5
"28260",NA,NA,"MK09 Etelä-Karjala","1",7
"28261",NA,NA,"MK10 Etelä-Savo","0",0
"28262",NA,NA,"MK11 Pohjois-Savo","0",0
"28263",NA,NA,"MK12 Pohjois-Karjala","0",0
"28264",NA,NA,"MK13 Keski-Suomi","1",3
"28265",NA,NA,"MK14 Etelä-Pohjanmaa","1",2
"28266",NA,NA,"MK15 Pohjanmaa","2",7
"28267",NA,NA,"MK16 Keski-Pohjanmaa","1",2
"28268",NA,NA,"MK17 Pohjois-Pohjanmaa","1",4
"28269",NA,NA,"MK18 Kainuu","0",0
"28270",NA,NA,"MK19 Lappi","0",0
"28271",NA,NA,"MA2 AHVENANMAA","1",2
"28272",NA,NA,"MK21 Ahvenanmaa","1",2
"28273",NA,"Muut palvelut","KOKO MAA","75",272
"28274",NA,NA,"MA1 MANNER-SUOMI","75",272
"28275",NA,NA,"MK01 Uusimaa","36",125
"28276",NA,NA,"MK02 Varsinais-Suomi","2",2
"28277",NA,NA,"MK04 Satakunta","1",1
"28278",NA,NA,"MK05 Kanta-Häme","2",3
"28279",NA,NA,"MK06 Pirkanmaa","7",58
"28280",NA,NA,"MK07 Päijät-Häme","6",8
"28281",NA,NA,"MK08 Kymenlaakso","0",0
"28282",NA,NA,"MK09 Etelä-Karjala","0",0
"28283",NA,NA,"MK10 Etelä-Savo","1",17
"28284",NA,NA,"MK11 Pohjois-Savo","3",12
"28285",NA,NA,"MK12 Pohjois-Karjala","2",2
"28286",NA,NA,"MK13 Keski-Suomi","1",1
"28287",NA,NA,"MK14 Etelä-Pohjanmaa","3",3
"28288",NA,NA,"MK15 Pohjanmaa","1",1
"28289",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28290",NA,NA,"MK17 Pohjois-Pohjanmaa","9",38
"28291",NA,NA,"MK18 Kainuu","0",0
"28292",NA,NA,"MK19 Lappi","1",1
"28293",NA,NA,"MA2 AHVENANMAA","0",0
"28294",NA,NA,"MK21 Ahvenanmaa","0",0
"28295",NA,"Tuntematon","KOKO MAA","4",4
"28296",NA,NA,"MA1 MANNER-SUOMI","4",4
"28297",NA,NA,"MK01 Uusimaa","3",3
"28298",NA,NA,"MK02 Varsinais-Suomi","1",1
"28299",NA,NA,"MK04 Satakunta","0",0
"28300",NA,NA,"MK05 Kanta-Häme","0",0
"28301",NA,NA,"MK06 Pirkanmaa","0",0
"28302",NA,NA,"MK07 Päijät-Häme","0",0
"28303",NA,NA,"MK08 Kymenlaakso","0",0
"28304",NA,NA,"MK09 Etelä-Karjala","0",0
"28305",NA,NA,"MK10 Etelä-Savo","0",0
"28306",NA,NA,"MK11 Pohjois-Savo","0",0
"28307",NA,NA,"MK12 Pohjois-Karjala","0",0
"28308",NA,NA,"MK13 Keski-Suomi","0",0
"28309",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"28310",NA,NA,"MK15 Pohjanmaa","0",0
"28311",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"28312",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"28313",NA,NA,"MK18 Kainuu","0",0
"28314",NA,NA,"MK19 Lappi","0",0
"28315",NA,NA,"MA2 AHVENANMAA","0",0
"28316",NA,NA,"MK21 Ahvenanmaa","0",0
"28317","2014M12","Yhteensä","KOKO MAA","202",897
"28318",NA,NA,"MA1 MANNER-SUOMI","202",897
"28319",NA,NA,"MK01 Uusimaa","77",344
"28320",NA,NA,"MK02 Varsinais-Suomi","16",42
"28321",NA,NA,"MK04 Satakunta","4",26
"28322",NA,NA,"MK05 Kanta-Häme","4",7
"28323",NA,NA,"MK06 Pirkanmaa","14",50
"28324",NA,NA,"MK07 Päijät-Häme","10",74
"28325",NA,NA,"MK08 Kymenlaakso","7",63
"28326",NA,NA,"MK09 Etelä-Karjala","1",1
"28327",NA,NA,"MK10 Etelä-Savo","4",12
"28328",NA,NA,"MK11 Pohjois-Savo","6",28
"28329",NA,NA,"MK12 Pohjois-Karjala","4",54
"28330",NA,NA,"MK13 Keski-Suomi","10",29
"28331",NA,NA,"MK14 Etelä-Pohjanmaa","9",19
"28332",NA,NA,"MK15 Pohjanmaa","9",39
"28333",NA,NA,"MK16 Keski-Pohjanmaa","1",10
"28334",NA,NA,"MK17 Pohjois-Pohjanmaa","17",52
"28335",NA,NA,"MK18 Kainuu","1",1
"28336",NA,NA,"MK19 Lappi","8",46
"28337",NA,NA,"MA2 AHVENANMAA","0",0
"28338",NA,NA,"MK21 Ahvenanmaa","0",0
"28339",NA,"Maa-, metsä ja kalatalous","KOKO MAA","4",10
"28340",NA,NA,"MA1 MANNER-SUOMI","4",10
"28341",NA,NA,"MK01 Uusimaa","0",0
"28342",NA,NA,"MK02 Varsinais-Suomi","0",0
"28343",NA,NA,"MK04 Satakunta","0",0
"28344",NA,NA,"MK05 Kanta-Häme","0",0
"28345",NA,NA,"MK06 Pirkanmaa","1",6
"28346",NA,NA,"MK07 Päijät-Häme","0",0
